ActivityStartDate,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,StatisticalBaseCode,MonitoringLocationIdentifier,LongitudeMeasure,LatitudeMeasure
2010-11-15,Magnesium,Dissolved,1.16,mg/l,,USGS-02336300,-84.24275,33.49131
2010-11-15,Sodium,Dissolved,3.11,mg/l,,USGS-02336300,-84.24275,33.49131
2010-11-15,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.29,,,USGS-02336300,-84.24275,33.49131
2010-11-15,"Sodium, percent total cations",,21,%,,USGS-02336300,-84.24275,33.49131
2010-11-15,Potassium,Dissolved,3.69,mg/l,,USGS-02336300,-84.24275,33.49131
2010-11-15,Chloride,Dissolved,4.13,mg/l,,USGS-02336300,-84.24275,33.49131
2010-11-15,Sulfate,Dissolved,5.31,mg/l,,USGS-02336300,-84.24275,33.49131
2010-11-15,Silica,Dissolved,5.75,mg/l,,USGS-02336300,-84.24275,33.49131
2010-11-15,Chromium,Dissolved,0.45,ug/l,,USGS-02336300,-84.24275,33.49131
2010-11-15,Copper,Dissolved,4.7,ug/l,,USGS-02336300,-84.24275,33.49131
2010-11-15,Iron,Dissolved,292,ug/l,,USGS-02336300,-84.24275,33.49131
2010-11-15,Lead,Dissolved,0.739,ug/l,,USGS-02336300,-84.24275,33.49131
2010-11-15,Manganese,Dissolved,18.7,ug/l,,USGS-02336300,-84.24275,33.49131
2010-11-15,Nickel,Dissolved,0.84,ug/l,,USGS-02336300,-84.24275,33.49131
2010-11-15,Silver,Dissolved,0.012,ug/l,,USGS-02336300,-84.24275,33.49131
2010-11-15,Zinc,Dissolved,9.9,ug/l,,USGS-02336300,-84.24275,33.49131
2010-11-15,Aluminum,Dissolved,168,ug/l,,USGS-02336300,-84.24275,33.49131
2010-11-15,Alkalinity,Dissolved,22.3,mg/l CaCO3,,USGS-02336300,-84.24275,33.49131
2010-11-15,Escherichia coli,,10000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2010-11-15,"Stream flow, max, storm event",,1440,ft3/s,Maximum,USGS-02336300,-84.24275,33.49131
2010-11-15,Turbidity,Total,100,FNU,,USGS-02336300,-84.24275,33.49131
2010-11-15,Total dissolved solids,Dissolved,46,mg/l,,USGS-02336300,-84.24275,33.49131
2010-11-15,Total dissolved solids,Dissolved,0.06,tons/ac ft,,USGS-02336300,-84.24275,33.49131
2010-11-15,Suspended Sediment Concentration (SSC),Suspended,81,%,,USGS-02336300,-84.24275,33.49131
2010-11-15,Nitrate,Dissolved,1.50,mg/l asNO3,,USGS-02336300,-84.24275,33.49131
2010-11-15,Nitrite,Dissolved,0.025,mg/l asNO2,,USGS-02336300,-84.24275,33.49131
2010-11-15,"Stream flow, mean, storm event",,665,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2010-11-15,Suspended Sediment Concentration (SSC),Suspended,186,mg/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2010-12-12,Specific conductance,Total,100,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2010-12-12,"Acidity, (H+)",Total,0.00007,mg/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,pH,Total,7.2,std units,,USGS-02336300,-84.24275,33.49131
2010-12-12,Carbon dioxide,Total,3.8,mg/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,1.4,mg/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,1.0,mg/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Nitrite,Dissolved,0.012,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-12-12,Nitrate,Dissolved,0.612,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-12-12,Kjeldahl nitrogen,Dissolved,0.37,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-12-12,Kjeldahl nitrogen,Total,0.77,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-12-12,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.62,mg/l as N,,USGS-02336300,-84.24275,33.49131
2010-12-12,Orthophosphate,Dissolved,0.030,mg/l asPO4,,USGS-02336300,-84.24275,33.49131
2010-12-12,Phosphorus,Total,0.152,mg/l as P,,USGS-02336300,-84.24275,33.49131
2010-12-12,Phosphorus,Dissolved,0.020,mg/l as P,,USGS-02336300,-84.24275,33.49131
2010-12-12,Orthophosphate,Dissolved,0.010,mg/l as P,,USGS-02336300,-84.24275,33.49131
2010-12-12,"Hardness, Ca, Mg",,29.4,mg/l CaCO3,,USGS-02336300,-84.24275,33.49131
2010-12-12,"Hardness, non-carbonate",Dissolved,0.0,mg/l CaCO3,,USGS-02336300,-84.24275,33.49131
2010-12-12,Calcium,Dissolved,8.81,mg/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Magnesium,Dissolved,1.79,mg/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Sodium,Dissolved,5.81,mg/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],,0.47,,,USGS-02336300,-84.24275,33.49131
2010-12-12,"Sodium, percent total cations",,28,%,,USGS-02336300,-84.24275,33.49131
2010-12-12,Potassium,Dissolved,2.76,mg/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Chloride,Dissolved,8.05,mg/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Sulfate,Dissolved,6.98,mg/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Silica,Dissolved,10.0,mg/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Cadmium,Dissolved,0.019,ug/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Chromium,Dissolved,0.28,ug/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Copper,Dissolved,3.3,ug/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Iron,Dissolved,222,ug/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Lead,Dissolved,0.382,ug/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Manganese,Dissolved,38.6,ug/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Nickel,Dissolved,0.59,ug/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Zinc,Dissolved,9.3,ug/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Aluminum,Dissolved,91.2,ug/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Alkalinity,Dissolved,28.5,mg/l CaCO3,,USGS-02336300,-84.24275,33.49131
2010-12-12,Escherichia coli,,4000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2010-12-12,Total Coliform,Total,77000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2010-12-12,"Stream flow, max, storm event",,427,ft3/s,Maximum,USGS-02336300,-84.24275,33.49131
2010-12-12,Turbidity,Total,59,FNU,,USGS-02336300,-84.24275,33.49131
2010-12-12,Total dissolved solids,Dissolved,64,mg/l,,USGS-02336300,-84.24275,33.49131
2010-12-12,Total dissolved solids,Dissolved,0.09,tons/ac ft,,USGS-02336300,-84.24275,33.49131
2010-12-12,Suspended Sediment Concentration (SSC),Suspended,90,%,,USGS-02336300,-84.24275,33.49131
2010-12-12,Nitrate,Dissolved,2.71,mg/l asNO3,,USGS-02336300,-84.24275,33.49131
2010-12-12,Nitrite,Dissolved,0.039,mg/l asNO2,,USGS-02336300,-84.24275,33.49131
2010-12-12,"Stream flow, mean, storm event",,205,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2010-12-12,Suspended Sediment Concentration (SSC),Suspended,90,mg/l,,USGS-02336300,-84.24275,33.49131
2016-11-08,Stream width measure,,10.0,ft,,USGS-02336300,-84.24275,33.49131
2016-11-08,"Temperature, water",,12.6,deg C,,USGS-02336300,-84.24275,33.49131
2016-11-08,"Temperature, air",,15.4,deg C,,USGS-02336300,-84.24275,33.49131
2016-11-08,Barometric pressure,,748,mm/Hg,,USGS-02336300,-84.24275,33.49131
2016-11-08,Stream flow,,8.4,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2016-11-08,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2016-11-08,"Height, gage",,1.96,ft,,USGS-02336300,-84.24275,33.49131
2016-11-08,Specific conductance,Total,207,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2016-11-08,"Acidity, (H+)",Total,0.00008,mg/l,,USGS-02336300,-84.24275,33.49131
2016-11-08,Oxygen,Dissolved,8.8,mg/l,,USGS-02336300,-84.24275,33.49131
2016-11-08,Oxygen,Dissolved,84,% saturatn,,USGS-02336300,-84.24275,33.49131
2016-11-08,pH,Total,7.1,std units,,USGS-02336300,-84.24275,33.49131
2016-11-08,"Height, gage",,0.60,m,,USGS-02336300,-84.24275,33.49131
2016-11-08,Stream flow,,0.24,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2016-11-08,Fecal Coliform,,120,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2016-11-08,Escherichia coli,,120,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2016-11-08,Total Coliform,Total,6400,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2016-11-08,Turbidity,Total,1.8,FNU,,USGS-02336300,-84.24275,33.49131
2017-11-28,Stream width measure,,30.0,ft,,USGS-02336300,-84.24275,33.49131
2017-11-28,"Temperature, water",,7.9,deg C,,USGS-02336300,-84.24275,33.49131
2017-11-28,"Temperature, air",,9.0,deg C,,USGS-02336300,-84.24275,33.49131
2017-11-28,Barometric pressure,,747,mm/Hg,,USGS-02336300,-84.24275,33.49131
2017-11-28,Stream flow,,29,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2017-11-28,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2017-11-28,"Height, gage",,2.38,ft,,USGS-02336300,-84.24275,33.49131
2017-11-28,Specific conductance,Total,182,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2017-11-28,"Acidity, (H+)",Total,0.00009,mg/l,,USGS-02336300,-84.24275,33.49131
2017-11-28,Oxygen,Dissolved,10.9,mg/l,,USGS-02336300,-84.24275,33.49131
2017-11-28,Oxygen,Dissolved,94,% saturatn,,USGS-02336300,-84.24275,33.49131
2017-11-28,pH,Total,7.1,std units,,USGS-02336300,-84.24275,33.49131
2017-11-28,"Height, gage",,0.73,m,,USGS-02336300,-84.24275,33.49131
2017-11-28,Stream flow,,0.82,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2017-11-28,Fecal Coliform,,3900,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2017-11-28,Escherichia coli,,5500,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-11-28,Total Coliform,Total,160000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-11-28,Turbidity,Total,2.1,FNU,,USGS-02336300,-84.24275,33.49131
2013-11-05,"Temperature, water",,12.5,deg C,,USGS-02336300,-84.24275,33.49131
2013-11-05,"Temperature, air",,16.7,deg C,,USGS-02336300,-84.24275,33.49131
2013-11-05,Barometric pressure,,755,mm/Hg,,USGS-02336300,-84.24275,33.49131
2013-11-05,Stream flow,,24,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2013-11-05,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2013-11-05,"Height, gage",,2.30,ft,,USGS-02336300,-84.24275,33.49131
2013-11-05,Specific conductance,Total,153,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2013-11-05,"Acidity, (H+)",Total,0.00005,mg/l,,USGS-02336300,-84.24275,33.49131
2013-11-05,Oxygen,Dissolved,10.0,mg/l,,USGS-02336300,-84.24275,33.49131
2013-11-05,Oxygen,Dissolved,94,% saturatn,,USGS-02336300,-84.24275,33.49131
2013-11-05,pH,Total,7.3,std units,,USGS-02336300,-84.24275,33.49131
2013-11-05,"Height, gage",,0.70,m,,USGS-02336300,-84.24275,33.49131
2013-11-05,Stream flow,,0.68,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2013-11-05,Fecal Coliform,,240,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2013-11-05,Escherichia coli,,200,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2013-11-05,Total Coliform,Total,7600,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2013-11-05,Turbidity,Total,2.2,FNU,,USGS-02336300,-84.24275,33.49131
2019-03-26,Stream width measure,,35.0,ft,,USGS-02336300,-84.24275,33.49131
2019-03-26,"Temperature, water",,14.2,deg C,,USGS-02336300,-84.24275,33.49131
2019-03-26,"Temperature, air",,19.7,deg C,,USGS-02336300,-84.24275,33.49131
2019-03-26,Barometric pressure,,744,mm/Hg,,USGS-02336300,-84.24275,33.49131
2019-03-26,Stream flow,,111,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2019-03-26,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2019-03-26,"Height, gage",,3.08,ft,,USGS-02336300,-84.24275,33.49131
2019-03-26,Specific conductance,Total,122,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2019-03-26,"Acidity, (H+)",Total,0.00017,mg/l,,USGS-02336300,-84.24275,33.49131
2019-03-26,Oxygen,Dissolved,8.9,mg/l,,USGS-02336300,-84.24275,33.49131
2019-03-26,Oxygen,Dissolved,89,% saturatn,,USGS-02336300,-84.24275,33.49131
2019-03-26,pH,Total,6.8,std units,,USGS-02336300,-84.24275,33.49131
2019-03-26,"Height, gage",,0.94,m,,USGS-02336300,-84.24275,33.49131
2019-03-26,Stream flow,,3.1,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2019-03-26,Fecal Coliform,,2800,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2019-03-26,Escherichia coli,,2300,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2019-03-26,Total Coliform,Total,35000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2019-03-26,Turbidity,Total,27,FNU,,USGS-02336300,-84.24275,33.49131
2019-03-05,Stream width measure,,50.0,ft,,USGS-02336300,-84.24275,33.49131
2019-03-05,"Temperature, water",,8.4,deg C,,USGS-02336300,-84.24275,33.49131
2019-03-05,"Temperature, air",,2.6,deg C,,USGS-02336300,-84.24275,33.49131
2019-03-05,Barometric pressure,,744,mm/Hg,,USGS-02336300,-84.24275,33.49131
2019-03-05,Stream flow,,124,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2019-03-05,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2019-03-05,"Height, gage",,3.18,ft,,USGS-02336300,-84.24275,33.49131
2019-03-05,Specific conductance,Total,128,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2019-03-05,Oxygen,Dissolved,10.8,mg/l,,USGS-02336300,-84.24275,33.49131
2019-03-05,Oxygen,Dissolved,94,% saturatn,,USGS-02336300,-84.24275,33.49131
2019-03-05,"Height, gage",,0.97,m,,USGS-02336300,-84.24275,33.49131
2019-03-05,Stream flow,,3.5,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2019-03-05,Fecal Coliform,,1300,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2019-03-05,Escherichia coli,,1500,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2019-03-05,Total Coliform,Total,11000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2019-03-05,Turbidity,Total,20,FNU,,USGS-02336300,-84.24275,33.49131
2013-03-13,"Temperature, water",,10.6,deg C,,USGS-02336300,-84.24275,33.49131
2013-03-13,"Temperature, air",,8.2,deg C,,USGS-02336300,-84.24275,33.49131
2013-03-13,Barometric pressure,,748,mm/Hg,,USGS-02336300,-84.24275,33.49131
2013-03-13,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2013-03-13,"Height, gage",,2.77,ft,,USGS-02336300,-84.24275,33.49131
2013-03-13,Specific conductance,Total,102,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2013-03-13,"Acidity, (H+)",Total,0.00006,mg/l,,USGS-02336300,-84.24275,33.49131
2013-03-13,Oxygen,Dissolved,10.5,mg/l,,USGS-02336300,-84.24275,33.49131
2013-03-13,Oxygen,Dissolved,96,% saturatn,,USGS-02336300,-84.24275,33.49131
2013-03-13,pH,Total,7.2,std units,,USGS-02336300,-84.24275,33.49131
2013-03-13,"Height, gage",,0.84,m,,USGS-02336300,-84.24275,33.49131
2013-03-13,Fecal Coliform,,400,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2013-03-13,Escherichia coli,,660,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2013-03-13,Total Coliform,Total,17000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2013-03-13,Turbidity,Total,8.7,FNU,,USGS-02336300,-84.24275,33.49131
2017-08-15,"Temperature, water",,25.5,deg C,,USGS-02336300,-84.24275,33.49131
2017-08-15,Stream width measure,,60.0,ft,,USGS-02336300,-84.24275,33.49131
2017-08-15,"Temperature, air",,27.0,deg C,,USGS-02336300,-84.24275,33.49131
2017-08-15,Barometric pressure,,741,mm/Hg,,USGS-02336300,-84.24275,33.49131
2017-08-15,Stream flow,,30,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2017-08-15,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2017-08-15,"Height, gage",,2.49,ft,,USGS-02336300,-84.24275,33.49131
2017-08-15,Specific conductance,Total,161,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2017-08-15,"Acidity, (H+)",Total,0.00006,mg/l,,USGS-02336300,-84.24275,33.49131
2017-08-15,Oxygen,Dissolved,7.3,mg/l,,USGS-02336300,-84.24275,33.49131
2017-08-15,Oxygen,Dissolved,92,% saturatn,,USGS-02336300,-84.24275,33.49131
2017-08-15,pH,Total,7.3,std units,,USGS-02336300,-84.24275,33.49131
2017-08-15,"Height, gage",,0.76,m,,USGS-02336300,-84.24275,33.49131
2017-08-15,Stream flow,,0.84,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2017-08-15,Fecal Coliform,,1200,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2017-08-15,Escherichia coli,,630,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-08-15,Total Coliform,Total,46000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-08-15,Turbidity,Total,4.0,FNU,,USGS-02336300,-84.24275,33.49131
2017-08-31,Stream width measure,,90.0,ft,,USGS-02336300,-84.24275,33.49131
2017-08-31,"Temperature, water",,22.2,deg C,,USGS-02336300,-84.24275,33.49131
2017-08-31,"Temperature, air",,25.7,deg C,,USGS-02336300,-84.24275,33.49131
2017-08-31,Barometric pressure,,740,mm/Hg,,USGS-02336300,-84.24275,33.49131
2017-08-31,Stream flow,,874,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2017-08-31,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2017-08-31,"Height, gage",,6.50,ft,,USGS-02336300,-84.24275,33.49131
2017-08-31,Specific conductance,Total,74,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2017-08-31,"Acidity, (H+)",Total,0.00010,mg/l,,USGS-02336300,-84.24275,33.49131
2017-08-31,Oxygen,Dissolved,7.4,mg/l,,USGS-02336300,-84.24275,33.49131
2017-08-31,Oxygen,Dissolved,87,% saturatn,,USGS-02336300,-84.24275,33.49131
2017-08-31,pH,Total,7.0,std units,,USGS-02336300,-84.24275,33.49131
2017-08-31,"Height, gage",,1.98,m,,USGS-02336300,-84.24275,33.49131
2017-08-31,Stream flow,,25,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2017-08-31,Fecal Coliform,,52000,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2017-08-31,Escherichia coli,,24000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-08-31,Total Coliform,Total,920000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-08-31,Turbidity,Total,130,FNU,,USGS-02336300,-84.24275,33.49131
2017-03-08,Stream width measure,,80.0,ft,,USGS-02336300,-84.24275,33.49131
2017-03-08,"Temperature, water",,14.5,deg C,,USGS-02336300,-84.24275,33.49131
2017-03-08,"Temperature, air",,17.3,deg C,,USGS-02336300,-84.24275,33.49131
2017-03-08,Barometric pressure,,748,mm/Hg,,USGS-02336300,-84.24275,33.49131
2017-03-08,Stream flow,,105,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2017-03-08,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2017-03-08,"Height, gage",,3.04,ft,,USGS-02336300,-84.24275,33.49131
2017-03-08,Specific conductance,Total,111,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2017-03-08,"Acidity, (H+)",Total,0.00013,mg/l,,USGS-02336300,-84.24275,33.49131
2017-03-08,Oxygen,Dissolved,9.2,mg/l,,USGS-02336300,-84.24275,33.49131
2017-03-08,Oxygen,Dissolved,92,% saturatn,,USGS-02336300,-84.24275,33.49131
2017-03-08,pH,Total,6.9,std units,,USGS-02336300,-84.24275,33.49131
2017-03-08,"Height, gage",,0.93,m,,USGS-02336300,-84.24275,33.49131
2017-03-08,Stream flow,,3.0,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2017-03-08,Fecal Coliform,,1900,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2017-03-08,Escherichia coli,,1100,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-03-08,Total Coliform,Total,40000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-03-08,Turbidity,Total,18,FNU,,USGS-02336300,-84.24275,33.49131
2012-09-26,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2012-09-26,"Temperature, water",,18.9,deg C,,USGS-02336300,-84.24275,33.49131
2012-09-26,"Temperature, air",,23.4,deg C,,USGS-02336300,-84.24275,33.49131
2012-09-26,Barometric pressure,,750,mm/Hg,,USGS-02336300,-84.24275,33.49131
2012-09-26,"Height, gage",,2.12,ft,,USGS-02336300,-84.24275,33.49131
2012-09-26,Specific conductance,Total,116,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2012-09-26,"Acidity, (H+)",Total,0.00007,mg/l,,USGS-02336300,-84.24275,33.49131
2012-09-26,Oxygen,Dissolved,7.9,mg/l,,USGS-02336300,-84.24275,33.49131
2012-09-26,Oxygen,Dissolved,86,% saturatn,,USGS-02336300,-84.24275,33.49131
2012-09-26,pH,Total,7.2,std units,,USGS-02336300,-84.24275,33.49131
2012-09-26,"Height, gage",,0.65,m,,USGS-02336300,-84.24275,33.49131
2012-09-26,Fecal Coliform,,320,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2012-09-26,Escherichia coli,,200,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2012-09-26,Total Coliform,Total,10000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2012-09-26,Turbidity,Total,2.0,FNU,,USGS-02336300,-84.24275,33.49131
2018-02-27,"Height, gage",,2.83,ft,,USGS-02336300,-84.24275,33.49131
2018-02-27,Stream flow,,82,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2018-02-27,Barometric pressure,,750,mm/Hg,,USGS-02336300,-84.24275,33.49131
2018-02-27,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2018-02-27,Stream width measure,,46.0,ft,,USGS-02336300,-84.24275,33.49131
2018-02-27,"Temperature, water",,13.4,deg C,,USGS-02336300,-84.24275,33.49131
2018-02-27,"Temperature, air",,11.2,deg C,,USGS-02336300,-84.24275,33.49131
2018-02-27,Specific conductance,Total,104,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2018-02-27,"Acidity, (H+)",Total,0.00006,mg/l,,USGS-02336300,-84.24275,33.49131
2018-02-27,Oxygen,Dissolved,9.2,mg/l,,USGS-02336300,-84.24275,33.49131
2018-02-27,Oxygen,Dissolved,90,% saturatn,,USGS-02336300,-84.24275,33.49131
2018-02-27,pH,Total,7.3,std units,,USGS-02336300,-84.24275,33.49131
2018-02-27,"Height, gage",,0.86,m,,USGS-02336300,-84.24275,33.49131
2018-02-27,Stream flow,,2.3,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2018-02-27,Fecal Coliform,,1500,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2018-02-27,Escherichia coli,,1200,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2018-02-27,Total Coliform,Total,31000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2018-02-27,Turbidity,Total,12,FNU,,USGS-02336300,-84.24275,33.49131
2017-06-27,Stream width measure,,40.0,ft,,USGS-02336300,-84.24275,33.49131
2017-06-27,"Temperature, water",,21.9,deg C,,USGS-02336300,-84.24275,33.49131
2017-06-27,"Temperature, air",,19.3,deg C,,USGS-02336300,-84.24275,33.49131
2017-06-27,Barometric pressure,,744,mm/Hg,,USGS-02336300,-84.24275,33.49131
2017-06-27,Stream flow,,49,ft3/s,Mean,USGS-02336300,-84.24275,33.49131
2017-06-27,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2017-06-27,"Height, gage",,2.77,ft,,USGS-02336300,-84.24275,33.49131
2017-06-27,Specific conductance,Total,164,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2017-06-27,"Acidity, (H+)",Total,0.00006,mg/l,,USGS-02336300,-84.24275,33.49131
2017-06-27,Oxygen,Dissolved,7.5,mg/l,,USGS-02336300,-84.24275,33.49131
2017-06-27,Oxygen,Dissolved,87,% saturatn,,USGS-02336300,-84.24275,33.49131
2017-06-27,pH,Total,7.2,std units,,USGS-02336300,-84.24275,33.49131
2017-06-27,"Height, gage",,0.84,m,,USGS-02336300,-84.24275,33.49131
2017-06-27,Stream flow,,1.4,m3/sec,Mean,USGS-02336300,-84.24275,33.49131
2017-06-27,Fecal Coliform,,1100,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2017-06-27,Escherichia coli,,660,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-06-27,Total Coliform,Total,49000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2017-06-27,Turbidity,Total,6.2,FNU,,USGS-02336300,-84.24275,33.49131
2013-03-12,"Temperature, water",,11.4,deg C,,USGS-02336300,-84.24275,33.49131
2013-03-12,"Temperature, air",,5.7,deg C,,USGS-02336300,-84.24275,33.49131
2013-03-12,Barometric pressure,,744,mm/Hg,,USGS-02336300,-84.24275,33.49131
2013-03-12,Number of sampling points,,1,count,,USGS-02336300,-84.24275,33.49131
2013-03-12,"Height, gage",,3.75,ft,,USGS-02336300,-84.24275,33.49131
2013-03-12,Specific conductance,Total,57,uS/cm @25C,,USGS-02336300,-84.24275,33.49131
2013-03-12,"Acidity, (H+)",Total,0.00007,mg/l,,USGS-02336300,-84.24275,33.49131
2013-03-12,Oxygen,Dissolved,10.3,mg/l,,USGS-02336300,-84.24275,33.49131
2013-03-12,Oxygen,Dissolved,96,% saturatn,,USGS-02336300,-84.24275,33.49131
2013-03-12,pH,Total,7.1,std units,,USGS-02336300,-84.24275,33.49131
2013-03-12,"Height, gage",,1.14,m,,USGS-02336300,-84.24275,33.49131
2013-03-12,Fecal Coliform,,720,cfu/100ml,,USGS-02336300,-84.24275,33.49131
2013-03-12,Escherichia coli,,1000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2013-03-12,Total Coliform,Total,24000,MPN/100 ml,,USGS-02336300,-84.24275,33.49131
2013-03-12,Turbidity,Total,52,FNU,,USGS-02336300,-84.24275,33.49131
2012-06-06,"Temperature, water",,21.3,deg C,,USGS-02336300,-84.24275,33.49131
